ROWNO,LEGACY_CODE_NO,SPOT_NM,SPOT_STD_CODE,INFO_CREAT_INSTT_NM,CL_MIDDLE_NM,CL_SMALL_NM,DO_NM,CTY_NM,ADRES,ADMCODE,CRDNT_X,CRDNT_Y,ABL_AT,ABL_DE,DAY_AVG,CHARGE,INS_DATE,DEL_YN,OFFICE,OFFICE_TEL,BUILDING_NO,LOC_JIBUN,COMMT,YYYY,PERIOD,INSP_CHECK,UN_INSP_DESC,ACCEPT_YN,SUIT,UNSUIT,ITEM_GENBACLOW,ITEM_GENBACMID,ITEM_TOTBAC,ITEM_BAC,ITEM_FESTR,ITEM_BRANFUNGUS,ITEM_GRGUNGUS,ITEM_SALMOL,ITEM_SEGEL,ITEM_SULFUNGUS,ITEM_YERSINIA,ITEM_PB,ITEM_F,ITEM_GAS,ITEM_SE,ITEM_HG,ITEM_CN,ITEM_CR6,ITEM_NO3AM,ITEM_NO3N,ITEM_CD,ITEM_BORON,ITEM_BRO3,ITEM_PHENOL,ITEM_DIAZN,ITEM_PARAT,ITEM_PENITRO,ITEM_CARBARYL,ITEM_TCET,ITEM_TECE,ITEM_TCE,ITEM_DCM,ITEM_BENZENE,ITEM_TOLUENE,ITEM_ETILBEN,ITEM_XYLENE,ITEM_DCE,ITEM_CCL4,ITEM_DBCP,ITEM_C4H8O2,ITEM_GRADIENT,ITEM_KMN,ITEM_SMELL,ITEM_COLOR,ITEM_CU,ITEM_ABS,ITEM_PH,ITEM_ZN,ITEM_CL,ITEM_FE,ITEM_MN,ITEM_MUDDY,ITEM_SO42,ITEM_AL,ITEM_URAN,INSP_RST,FAIL_DESC,SAMP_DATE
62,PUB_3228,송림천,11260E060000009,서울,,,서울특별시,중랑구,서울특별시 중랑구 망우동 57-3,1126010500,,,N,,300,서울시담당자,,N,,,,,,2017,9월,검사,,적합,7,0,,0,불검출,불검출,,,,,,,,,,,,,,,0.04,1.4,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,2017-09-19
63,PUB_3229,용건,11260E060000010,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 35-1,1126010100,,,N,,50,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,3,검출,불검출,,,,,,,,,,,,,,,0.04,2.5,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,총대장균군(검출),청소 및 소독,2017-09-19
64,PUB_3230,용마(1),11260E060000011,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 1-2,1126010100,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,1,검출,불검출,,,,,,,,,,,,,,,0.04,2.8,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,총대장균군(검출),청소 및 소독,2017-09-19
65,PUB_3231,용마산,11260E060000012,서울,,,서울특별시,중랑구,서울특별시 중랑구 망우동 57-3,1126010500,,,N,,300,서울시담당자,,N,,,,,,2017,9월,검사,,적합,7,0,,2,불검출,불검출,,,,,,,,,,,,,,,0.04,3.3,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,2017-09-19
66,PUB_3232,용마천,11260E060000013,서울,,,서울특별시,중랑구,서울특별시 중랑구 망우동 57-3,1126010500,,,N,,80,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,0,검출,불검출,,,,,,,,,,,,,,,0.04,2.3,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,총대장균군(검출),청소 및 소독,2017-09-19
67,PUB_3235,조양천,11260E060000016,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 1-2,1126010100,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,5,2,,2,검출,검출,,,,,,,,,,,,,,,0.04,2,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,총대장균군(검출) 대장균(검출),청소 및 소독,2017-09-19
68,PUB_3236,태능지구,11260E060000017,서울,,,서울특별시,중랑구,서울특별시 중랑구 묵동 46-1,1126010400,,,N,,250,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,,0,검출,불검출,,,,,,,,,,,,,,,0.04,4.8,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,총대장균군(검출),청소 및 소독,2017-09-19
69,PUB_3237,녹산,11290E060000001,서울,,,서울특별시,성북구,서울특별시 성북구 성북동 25-1,1129010100,,,N,,150,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,56,,검출,불검출,,,,,,,,,,,,,,,0.04,5.3,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,총대장균군(검출),부적합 (사용중지) 안내문구 부착 및 주변청소,2017-09-26
70,PUB_3238,새북악,11290E060000002,서울,,,서울특별시,성북구,서울특별시 성북구 정릉동 87-1,1129013300,,,N,,150,서울시 담당자,,N,,,,,,2017,9월,검사,,적합,7,0,0,,불검출,불검출,,,,,,,,,,,,,,,0.04,6.4,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,2017-09-26
71,PUB_3242,정이(상),11305E060000004,서울,,,서울특별시,강북구,서울특별시 강북구 번동 17,1130510200,,,N,,100,서울시담당자,,N,,,,,,2017,9월,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
72,PUB_3244,정이샘(하),11305E060000006,서울,,,서울특별시,강북구,서울특별시 강북구 번동 17,1130510200,,,N,,50,서울시담당자,,N,,,,,,2017,9월,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
73,PUB_3246,세심천(방학),11320E060000001,서울,,,서울특별시,도봉구,서울특별시 도봉구 방학동 90-14,1132010600,,,N,,200,서울시담당자,,N,,,,,,2017,9월,검사,,적합,7,0,,0,불검출,,불검출,,,,,,,,,,,,,,0.04,3.8,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,2017-10-18
74,PUB_3250,원당샘,11320E060000005,서울,,,서울특별시,도봉구,서울특별시 도봉구 방학동 547,1132010600,,,N,,300,서울시 담당자,,N,,,,,,2017,9월,검사,,적합,7,0,,0,불검출,,불검출,,,,,,,,,,,,,,0.04,9.4,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2017-10-18
75,PUB_3251,광석,11350E060000001,서울,,,서울특별시,노원구,서울특별시 노원구 상계동 53,1135010500,,,N,,100,서울시담당자,,N,,,,,,2017,9월,검사,,부적합,6,1,5,,검출,불검출,,,,,,,,,,,,,,,0.04,0.4,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,총대장균군(검출),청소 및 주변정리 등,2017-09-05
76,PUB_2150,함박골약수터,26470E060000002,부산,,,부산광역시,연제구,부산광역시 연제구 연산동 180-1,2647010200,,,N,,80,검사담당자,20960615,N,환경위생과,051-665-4382,,,,2017,9월,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,3.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-14
77,PUB_2143,얼음골약수터,26500E060000001,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 114,2650010100,,,N,,250,검사담당자,19860101,N,환경위생과,051-610-4394,,,,2017,7월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
78,PUB_2143,얼음골약수터,26500E060000001,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 114,2650010100,,,N,,250,검사담당자,19860101,N,환경위생과,051-610-4394,,,,2017,8월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
79,PUB_2143,얼음골약수터,26500E060000001,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 114,2650010100,,,N,,250,검사담당자,19860101,N,환경위생과,051-610-4394,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-25
80,PUB_2144,삼성약수터,26500E060000002,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 107-1,2650010100,,,N,,120,검사담당자,19760101,N,환경위생과,051-610-4394,,,,2017,7월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01
81,PUB_2144,삼성약수터,26500E060000002,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 107-1,2650010100,,,N,,120,검사담당자,19760101,N,환경위생과,051-610-4394,,,,2017,8월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
82,PUB_2144,삼성약수터,26500E060000002,부산,,,부산광역시,수영구,부산광역시 수영구 망미동 107-1,2650010100,,,N,,120,검사담당자,19760101,N,환경위생과,051-610-4394,,,,2017,9월,검사,,부적합,14,8,17,,검출,,검출,,,,,,,,,,,,,,불검출,5,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,분원성대장균군(검출) 총대장균군(검출) 분원성대장균군(검출) 총대장균군(검출),청소 UV램프교체 적합,2017-09-25
83,PUB_2031,만수약수터,26170E060000012,부산,,,부산광역시,동구,부산광역시 동구 초량동 26,2617010100,,,N,,90,검사담당자,19960205,N,청소위생과,051-440-4385,,,,2017,8월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
84,PUB_2031,만수약수터,26170E060000012,부산,,,부산광역시,동구,부산광역시 동구 초량동 26,2617010100,,,N,,90,검사담당자,19960205,N,청소위생과,051-440-4385,,,,2017,9월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-01
85,PUB_2032,새구봉천약수터,26170E060000013,부산,,,부산광역시,동구,부산광역시 동구 초량동 34-1,2617010100,,,N,,80,검사담당자,19960205,N,청소위생과,051-440-4385,,,,2017,7월,검사,,부적합,18,4,10,,검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출),적합,2017-07-12
86,PUB_2032,새구봉천약수터,26170E060000013,부산,,,부산광역시,동구,부산광역시 동구 초량동 34-1,2617010100,,,N,,80,검사담당자,19960205,N,청소위생과,051-440-4385,,,,2017,8월,검사,,적합,22,0,1,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
87,PUB_2032,새구봉천약수터,26170E060000013,부산,,,부산광역시,동구,부산광역시 동구 초량동 34-1,2617010100,,,N,,80,검사담당자,19960205,N,청소위생과,051-440-4385,,,,2017,9월,검사,,적합,22,0,1,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.8,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-04
88,PUB_2035,백운사약수터,26170E060000016,부산,,,부산광역시,동구,부산광역시 동구 수정동 17,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,7월,검사,,부적합,18,4,5,,검출,,불검출,,,,,,,,,,,,,,0.05,0.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출),적합,2017-07-12
89,PUB_2035,백운사약수터,26170E060000016,부산,,,부산광역시,동구,부산광역시 동구 수정동 17,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,8월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-01
90,PUB_2035,백운사약수터,26170E060000016,부산,,,부산광역시,동구,부산광역시 동구 수정동 17,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,9월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-19
91,PUB_2036,바가지샘약수터,26170E060000017,부산,,,부산광역시,동구,부산광역시 동구 수정동 37,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,7월,검사,,부적합,14,8,80,,검출,,검출,,,,,,,,,,,,,,불검출,5.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),부적합,2017-07-12
92,PUB_2036,바가지샘약수터,26170E060000017,부산,,,부산광역시,동구,부산광역시 동구 수정동 37,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,8월,검사,,부적합,14,8,70,,검출,,검출,,,,,,,,,,,,,,불검출,0.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출) 분원성대장균군(검출),,2017-08-01
93,PUB_2036,바가지샘약수터,26170E060000017,부산,,,부산광역시,동구,부산광역시 동구 수정동 37,2617010200,,,N,,60,검사담당자,20110314,N,청소위생과,051-440-4385,,,,2017,9월,검사,,부적합,18,4,30,,검출,,불검출,,,,,,,,,,,,,,불검출,4.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출),,2017-09-04
94,PUB_3636,수정4동체육공원,26170E060000018,부산,,,부산광역시,동구,부산광역시 동구 ,2617000000,,,N,,300,검사담당자,20130123,N,,,,,5월 21일 입력,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.1,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-12
95,PUB_3636,수정4동체육공원,26170E060000018,부산,,,부산광역시,동구,부산광역시 동구 ,2617000000,,,N,,300,검사담당자,20130123,N,,,,,5월 21일 입력,2017,8월,미검사,안심등급,,,,,,,,,,,,,,,,,,,,,,불검출,5.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-01
96,PUB_2095,일노정,26320E060000007,부산,,,부산광역시,북구,부산광역시 북구 만덕동 121,2632010300,,,N,,85,검사담당자,20020101,N,환경위생과,051-309-4382,,,,2017,7월,검사,,부적합,18,4,5,,검출,,불검출,,,,,,,,,,,,,,불검출,0.8,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,총대장균군(검출),음용금지안내문 부착,2017-07-14
97,PUB_2095,일노정,26320E060000007,부산,,,부산광역시,북구,부산광역시 북구 만덕동 121,2632010300,,,N,,85,검사담당자,20020101,N,환경위생과,051-309-4382,,,,2017,8월,검사,,부적합,18,4,5,,검출,,불검출,,,,,,,,,,,,,,불검출,0.5,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출),음용금지안내문부착,2017-08-08
98,PUB_2038,삼밭골,26410E060000002,부산,,,부산광역시,금정구,부산광역시 금정구 장전동 30,2641010800,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,적합,22,0,78,,불검출,,불검출,,,,,,,,,,,,,,불검출,1,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-30
99,PUB_2038,삼밭골,26410E060000002,부산,,,부산광역시,금정구,부산광역시 금정구 장전동 30,2641010800,,,N,,150,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,10,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
100,PUB_2039,호국사2,26410E060000003,부산,,,부산광역시,금정구,부산광역시 금정구 장전동 30,2641010800,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.2,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
101,PUB_2039,호국사2,26410E060000003,부산,,,부산광역시,금정구,부산광역시 금정구 장전동 30,2641010800,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,미검사,수량 고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01
102,PUB_2039,호국사2,26410E060000003,부산,,,부산광역시,금정구,부산광역시 금정구 장전동 30,2641010800,,,N,,50,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,35,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.2,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
103,PUB_2042,참샘골,26410E060000006,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 178,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-07-25
104,PUB_2042,참샘골,26410E060000006,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 178,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,적합,22,0,20,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.9,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-08-30
105,PUB_2042,참샘골,26410E060000006,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 178,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,적합,22,0,10,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,2017-09-20
106,PUB_2043,정암,26410E060000007,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-1,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,부적합,14,8,40,,검출,,검출,,,,,,,,,,,,,,불검출,1.1,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),,2017-07-25
107,PUB_2043,정암,26410E060000007,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-1,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,8월,검사,,부적합,13,9,110,,검출,,검출,,,,,,,,,,,,,,불검출,0.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,일반세균(110.0) 총대장균군(검출) 총대장균군(검출) 분원성대장균군(검출),음용금지 안내문 부착,2017-08-28
108,PUB_2043,정암,26410E060000007,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-1,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,9월,검사,,부적합,14,8,83,,검출,,검출,,,,,,,,,,,,,,불검출,4.3,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,총대장균군(검출) 총대장균군(검출),10월중 재검사 예정 음용금지 안내문 부착,2017-09-20
109,PUB_2044,물망골2,26410E060000008,부산,,,부산광역시,금정구,부산광역시 금정구 구서동 4-8,2641010700,,,N,,100,검사담당자,,N,환경위생과,051-519-4392,,,,2017,7월,검사,,부적합,14,8,68,,검출,,검출,,,,,,,,,,,,,,불검출,4.7,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,총대장균군(검출) 분원성대장균군(검출),적합,2017-07-25
110,PUB_2897,매천2,41173E060000003,경기,,,경기도,안양시동안구,경기도 안양시동안구 23-4,4117300000,,,N,,620,경기도담당자,,N,,,,,,2018,4/4,검사,,부적합,18,4,0.0,,검출,불검출,,,,,,,,,,,,,,,0.0,4.1,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,, 총대장균군(검출),,2018-10-16
111,PUB_2899,청심,41173E060000005,경기,,,경기도,안양시동안구,경기도 안양시동안구 131,4117300000,,,N,,0,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,불검출,,,,,,,,,,,,,,,0.0,6.7,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2018-10-16
112,PUB_2900,간촌2,41173E060000006,경기,,,경기도,안양시동안구,경기도 안양시동안구 109,4117300000,,,N,,80,경기도담당자,,N,,,,,,2018,4/4,검사,,부적합,18,4,0.0,,검출,불검출,,,,,,,,,,,,,,,0.01,1.0,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,, 총대장균군(검출),,2018-10-16
113,PUB_2903,관상,41173E060000009,경기,,,경기도,안양시동안구,경기도 안양시동안구 114,4117300000,,,N,,290,경기도담당자,,N,,,,,,2018,4/4,검사,,부적합,18,4,0.0,,검출,불검출,,,,,,,,,,,,,,,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,, 총대장균군(검출),,2018-10-16
114,PUB_2904,갈산,41173E060000010,경기,,,경기도,안양시동안구,경기도 안양시동안구 1112,4117300000,,,N,,150,경기도담당자,,N,,,,,,2018,4/4,검사,,부적합,18,4,0.0,,검출,불검출,,,,,,,,,,,,,,,0.01,1.6,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,, 총대장균군(검출),,2018-10-16
115,PUB_2906,예술대,41273E060000001,경기,,,경기도,안산시단원구,경기도 안산시단원구 640,4127300000,,,N,,180,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,8,,불검출,,불검출,,,,,,,,,,,,,,불검출,0.1,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2018-10-11
116,PUB_2907,구봉이,41273E060000002,경기,,,경기도,안산시단원구,경기도 안산시단원구 29,4127300000,,,N,,50,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,53,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.2,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2018-10-11
117,PUB_2908,용화,41271E060000002,경기,,,경기도,안산시,경기도 안산시 상록구 5-1,4127100000,,,N,,240,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,2,,불검출,,불검출,,,,,,,,,,,,,,불검출,5.5,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,2018-10-11
118,PUB_2909,수암,41271E060000003,경기,,,경기도,안산시,경기도 안산시 상록구 4,4127100000,,,N,,300,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,12,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.0,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2018-10-11
119,PUB_2910,공설공원,41273E060000003,경기,,,경기도,안산시단원구,경기도 안산시단원구 37-2,4127300000,,,N,,480,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,16,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2018-10-11
120,PUB_2911,너구리,41271E060000004,경기,,,경기도,안산시,경기도 안산시 상록구 41-17,4127100000,,,N,,100,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.8,,,,,,,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,,,2018-10-11
121,PUB_2913,구갈약수터,41463E060000001,경기,,,경기도,용인시기흥구,경기도 용인시기흥구 83-7,4146300000,,,N,,50,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,2.0,,불검출,불검출,,,,,,,,,,,,,,,불검출,2.1,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,2018-10-15
122,PUB_2838,한천,41135E060000005,경기,,,경기도,성남시분당구,경기도 성남시분당구 304-1,4113500000,,,N,,20,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.2,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,2018-10-23
123,PUB_2790,금당골,41111E060000004,경기,,,경기도,수원시장안구,경기도 수원시장안구 10,4111100000,,,N,,300,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.3,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,2018-10-15
124,PUB_2791,신금암2호,41111E060000005,경기,,,경기도,수원시장안구,경기도 수원시장안구 38,4111100000,,,N,,500,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,3.0,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,2018-10-15
125,PUB_2792,한철,41111E060000006,경기,,,경기도,수원시장안구,경기도 수원시장안구 107,4111100000,,,N,,250,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,3.2,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,2018-10-15
126,PUB_2793,한철2호,41111E060000007,경기,,,경기도,수원시장안구,경기도 수원시장안구 107,4111100000,,,N,,200,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,2.3,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,2018-10-15
127,PUB_2794,삼익,41111E060000008,경기,,,경기도,수원시장안구,경기도 수원시장안구 93-2,4111100000,,,N,,300,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,,불검출,,,,,,,,,,,,,,불검출,1.6,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,2018-10-23
128,PUB_2895,충의,41173E060000001,경기,,,경기도,안양시동안구,경기도 안양시동안구 118,4117300000,,,N,,200,경기도담당자,,N,,,,,,2018,4/4,검사,,적합,22,0,0.0,,불검출,불검출,,,,,,,,,,,,,,,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2018-10-16
129,PUB_3366,감로수,11545E060000001,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 118,1154510300,,,N,,50,서울시담당자,,N,,,,,,2017,2/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01
130,PUB_3379,오리나무,11545E060000014,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 118,1154510300,,,N,,70,서울시담당자,,N,,,,,,2017,2/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01
131,PUB_3380,옹달샘,11545E060000015,서울,,,서울특별시,금천구,서울특별시 금천구 시흥동 83-1,1154510300,,,N,,200,서울시담당자,,N,,,,,,2017,2/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01
